year2,state,size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1984,38,c) 10 to 19,1804,1992,27001,26648,72,3.6,50,2.5,4710,1883,2827,7.1,17.7,4003,1306,2697,4.9,15,707,2.7,30,0,21,21,555
1984,38,d) 20 to 49,1009,1165,35537,35241,27,2.3,25,2.1,5340,1681,3659,4.8,15.2,4747,1228,3519,3.5,13.5,593,1.7,27,0,11,11,533
1984,38,e) 50 to 99,276,329,22248,22306,5,1.5,6,1.8,2255,620,1635,2.8,10.1,2371,,1610,,10.6,-116,-0.5,20.2,1,3,3,408
1984,38,f) 100 to 249,116,151,23059,22442,4,2.7,1,0.7,3542,1497,2045,6.7,15.8,2308,,1963,,10.3,1234,5.5,20.6,1,,,
1984,38,g) 250 to 499,29,29,9367,9610,0,0,0,0,420,0,420,0,4.4,905,0,905,0,9.4,-485,-5,8.8,0,,,
1984,38,h) 500 to 999,9,9,6115,5649,0,0,0,0,1005,0,1005,0,17.8,73,0,73,0,1.3,932,16.5,2.6,0,,,
1984,38,i) 1000+,3,3,4711,4509,0,0,0,0,404,0,404,0,9,0,0,0,0,0,404,9,0,0,,,
1984,38,m. ALL,14812,16297,173954,171789,2070,12.8,1820,11.3,29812,12489,17323,7.3,17.4,25479,9907,15572,5.8,14.8,4333,2.6,29.6,0,1055,1057,5056
1984,39,a) 1 to 4,88739,97031,230294,222657,19439,20.4,15756,16.6,77351,52394,24957,23.5,34.7,62077,41128,20949,18.5,27.9,15274,6.8,55.8,0,9988,10036,25282
1984,39,b) 5 to 9,37040,46786,314771,306295,2196,4.7,1733,3.7,68962,26924,42038,8.8,22.5,52009,21276,30733,6.9,17,16953,5.5,34,0,962,973,11944
1984,39,c) 10 to 19,21167,26960,374011,365019,994,3.7,794,3,73567,26032,47535,7.1,20.2,55583,20988,34595,5.7,15.2,17984,5,30.4,0,326,339,8833
1984,39,d) 20 to 49,13077,17156,552579,534048,541,3.2,388,2.3,102139,31488,70651,5.9,19.1,65077,22598,42479,4.2,12.2,37062,6.9,24.4,0,129,133,7584
1984,39,e) 50 to 99,4123,5824,414445,401451,141,2.4,88,1.5,67355,19114,48241,4.8,16.8,41367,11888,29479,3,10.3,25988,6.5,20.6,0,15,15,1937
1984,39,f) 100 to 249,2161,3153,492501,476046,55,1.8,35,1.1,77330,,,,16.2,44419,9987,34432,2.1,9.3,32911,6.9,18.6,1,3,3,
1984,39,g) 250 to 499,639,888,317923,308252,12,1.4,5,0.6,45521,9047,36474,2.9,14.8,26178,3482,22696,1.1,8.5,19343,6.3,17,1,1,1,
1984,39,h) 500 to 999,299,381,265516,263727,3,0.8,3,0.8,28978,4632,24346,1.8,11,25400,4033,21367,1.5,9.6,3578,1.4,19.2,0,,,
1984,39,i) 1000+,197,272,604593,595531,2,0.7,0,0,52950,,,,8.9,34826,0,34826,0,5.8,18124,3.1,11.6,1,,,
1984,39,m. ALL,167442,198451,3566633,3473026,23383,11.9,18802,9.6,594153,193115,401038,5.6,17.1,406936,135380,271556,3.9,11.7,187217,5.4,23.4,0,11424,11500,57091
1984,40,a) 1 to 4,33653,35916,84587,82633,8699,24.7,7382,20.9,32290,23856,8434,28.9,39.1,28382,19542,8840,23.6,34.3,3908,4.8,68.6,0,5343,5346,14064
1984,40,b) 5 to 9,13292,15350,103023,101537,1107,7.3,823,5.4,26215,13475,12740,13.3,25.8,23242,10182,13060,10,22.9,2973,2.9,45.8,0,551,553,6776
1984,40,c) 10 to 19,7422,8943,123362,122736,378,4.2,345,3.9,25210,9770,15440,8,20.5,23958,8852,15106,7.2,19.5,1252,1,39,0,226,226,5731
1984,40,d) 20 to 49,4359,5477,170421,168740,219,4,165,3,32014,12419,19595,7.4,19,28652,9353,19299,5.5,17,3362,2,34,0,81,82,4573
1984,40,e) 50 to 99,1281,1694,116998,117012,35,2.1,34,2,17011,4607,12404,3.9,14.5,17038,4644,12394,4,14.6,-27,-0.1,29,0,9,9,1210
1984,40,f) 100 to 249,616,766,115607,117191,15,2,15,2,15936,,,,13.6,19103,4820,14283,4.1,16.3,-3167,-2.7,27.2,1,3,3,836
1984,40,g) 250 to 499,168,216,72314,73019,5,2.3,2,0.9,9757,3201,6556,4.4,13.4,11166,,9680,,15.3,-1409,-1.9,26.8,1,,,
1984,40,h) 500 to 999,61,65,45938,46504,1,1.5,2,3.1,5379,,,,11.6,6511,,4021,,14,-1132,-2.4,23.2,1,,,
1984,40,i) 1000+,36,38,83960,85007,0,0,0,0,9131,0,9131,0,10.7,11224,0,11224,0,13.2,-2093,-2.5,21.4,0,,,
1984,40,m. ALL,60888,68465,916210,914379,10459,15.5,8768,13,172943,73347,99596,8,18.9,169276,61369,107907,6.7,18.5,3667,0.4,37,0,6213,6219,33190
1984,41,a) 1 to 4,30767,32882,77428,73639,8218,25.9,6043,19,30432,20956,9476,28.5,41.3,22853,15381,7472,20.9,31,7579,10.3,62,1,4141,4144,
1984,41,b) 5 to 9,12288,14142,95971,92696,829,5.9,640,4.6,24362,10066,14296,10.9,26.3,17812,7807,10005,8.4,19.2,6550,7.1,38.4,0,393,397,4807
1984,41,c) 10 to 19,6561,7740,109109,104726,345,4.5,239,3.1,24964,8907,16057,8.5,23.8,16197,6235,9962,6,15.5,8767,8.3,31,0,145,145,3802
1984,41,d) 20 to 49,3678,4656,147188,141388,167,3.6,104,2.2,29737,9575,20162,6.8,21,18136,5954,12182,4.2,12.8,11601,8.2,25.6,0,39,39,2087
1984,41,e) 50 to 99,1114,1421,101300,97608,35,2.5,24,1.7,18965,4545,14420,4.7,19.4,11580,,8511,,11.9,7385,7.5,23.8,1,7,7,789
1984,41,f) 100 to 249,498,664,103574,100157,11,1.7,5,0.8,16554,3275,13279,3.3,16.5,9719,1179,8540,1.2,9.7,6835,6.8,19.4,1,2,2,
1984,41,g) 250 to 499,139,170,58570,57651,0,0,0,0,6701,0,6701,0,11.6,4862,0,4862,0,8.4,1839,3.2,16.8,0,,,
1984,41,h) 500 to 999,50,60,40140,41112,0,0,1,1.7,4784,0,4784,0,11.6,6728,,5453,,16.4,-1944,-4.8,23.2,1,,,
1984,41,i) 1000+,27,29,56490,56643,0,0,0,0,3413,0,3413,0,6,3718,0,3718,0,6.6,-305,-0.6,12,0,,,
1984,41,m. ALL,55122,61764,789770,765620,9605,15.9,7056,11.7,159912,57324,102588,7.5,20.9,111605,40900,70705,5.3,14.6,48307,6.3,29.2,0,4727,4734,22444
1984,42,a) 1 to 4,102215,110212,256998,248965,20970,19.3,17736,16.3,83645,56395,27250,22.7,33.6,67578,45282,22296,18.2,27.1,16067,6.5,54.2,0,11244,11276,27602
1984,42,b) 5 to 9,40159,49056,330282,322229,2433,5,1892,3.9,71455,29695,41760,9.2,22.2,55348,23088,32260,7.2,17.2,16107,5,34.4,0,1050,1057,12755
1984,42,c) 10 to 19,22843,28435,393987,385839,981,3.5,899,3.2,73513,25595,47918,6.6,19.1,57217,23755,33462,6.2,14.8,16296,4.3,29.6,0,397,401,10345
1984,42,d) 20 to 49,14014,17520,559817,545074,618,3.5,499,2.9,105483,36579,68904,6.7,19.4,75996,29385,46611,5.4,13.9,29487,5.5,27.8,0,185,193,11098
1984,42,e) 50 to 99,4907,6545,471993,459326,163,2.5,135,2.1,77853,22262,55591,4.8,16.9,52519,18370,34149,4,11.4,25334,5.5,22.8,0,45,45,5913
1984,42,f) 100 to 249,2774,3901,608941,594160,74,1.9,52,1.3,89847,21027,68820,3.5,15.1,60285,15798,44487,2.7,10.1,29562,5,20.2,0,11,11,3568
1984,42,g) 250 to 499,832,1104,391078,382870,23,2.1,8,0.7,53709,14696,39013,3.8,14,37293,6408,30885,1.7,9.7,16416,4.3,19.4,1,2,2,
1984,42,h) 500 to 999,398,486,341296,336375,5,1,4,0.8,37033,7029,30004,2.1,11,27190,5686,21504,1.7,8.1,9843,2.9,16.2,0,,,
1984,42,i) 1000+,233,291,602529,592981,3,1,3,1,69343,8120,61223,1.4,11.7,50247,7917,42330,1.3,8.5,19096,3.2,17,1,1,1,
1984,42,m. ALL,188375,217550,3956921,3867819,25270,11.7,21228,9.9,661881,221398,440483,5.7,17.1,483673,175689,307984,4.5,12.5,178208,4.6,25,0,12935,12986,76271
1984,44,a) 1 to 4,10540,10858,25083,24045,2123,20,1687,15.9,8501,5400,3101,22.5,35.4,6424,4300,2124,17.9,26.7,2077,8.7,53.4,1,1171,1175,
1984,44,b) 5 to 9,4026,4494,30457,29510,212,4.7,165,3.7,6852,2656,4196,9,23.2,4957,1974,2983,6.7,16.8,1895,6.4,33.6,0,95,95,1168
1984,44,c) 10 to 19,2331,2664,37415,35977,107,4,69,2.6,8115,2781,5334,7.7,22.6,5239,1807,3432,5,14.6,2876,8,29.2,0,36,36,911
1984,44,d) 20 to 49,1563,1718,54694,53243,48,2.8,49,2.9,10421,2756,7665,5.2,19.6,7518,2888,4630,5.4,14.1,2903,5.5,28.2,0,19,19,1201
1984,44,e) 50 to 99,563,643,46091,44182,13,2,6,0.9,7685,1827,5858,4.1,17.4,3866,741,3125,1.7,8.8,3819,8.6,17.6,1,2,2,
1984,44,f) 100 to 249,307,351,55474,53053,9,2.6,1,0.3,9611,,,,18.1,4769,,4510,,9,4842,9.1,18,1,,,
1984,44,g) 250 to 499,77,82,28331,28490,1,1.2,2,2.4,3239,,,,11.4,3557,,1908,,12.5,-318,-1.1,22.8,1,,,
1984,44,h) 500 to 999,41,45,29161,29362,0,0,0,0,2196,0,2196,0,7.5,2597,0,2597,0,8.8,-401,-1.3,15,0,,,
1984,44,i) 1000+,24,25,45768,44775,0,0,0,0,2885,0,2885,0,6.4,898,0,898,0,2,1987,4.4,4,0,,,
1984,44,m. ALL,19472,20880,352474,342637,2513,12.2,1979,9.6,59505,19188,40317,5.6,17.4,39825,13618,26207,4,11.6,19680,5.8,23.2,0,1323,1327,6390
1984,45,a) 1 to 4,27982,30026,72684,66049,7167,26.1,3148,11.4,27727,19749,7978,29.9,42,14456,8603,5853,13,21.9,13271,20.1,43.8,1,96,98,
1984,45,b) 5 to 9,10885,13483,92299,87228,866,6.5,403,3,23519,10430,13089,12,27,13377,4916,8461,5.6,15.3,10142,11.7,30.6,0,16,16,185
1984,45,c) 10 to 19,5951,7315,103493,98541,352,4.9,178,2.5,23511,9196,14315,9.3,23.9,13606,4824,8782,4.9,13.8,9905,10.1,27.6,0,9,9,241
1984,45,d) 20 to 49,3293,4429,144063,136174,168,3.8,65,1.5,28988,9592,19396,7,21.3,13209,3645,9564,2.7,9.7,15779,11.6,19.4,0,5,5,299
1984,45,e) 50 to 99,1116,1486,107632,102084,46,3.1,19,1.3,20668,6132,14536,6,20.2,9572,2481,7091,2.4,9.4,11096,10.8,18.8,1,2,2,
1984,45,f) 100 to 249,642,850,139240,134157,22,2.6,16,1.9,23759,6175,17584,4.6,17.7,13592,5032,8560,3.8,10.1,10167,7.6,20.2,0,,,
1984,45,g) 250 to 499,207,294,106100,103771,3,1,2,0.7,11964,1881,10083,1.8,11.5,7305,,6067,,7,4659,4.5,14,1,,,
1984,45,h) 500 to 999,120,171,119110,116638,4,2.4,2,1.2,12935,5024,7911,4.3,11.1,7990,,5514,,6.9,4945,4.2,13.8,1,,,
1984,45,i) 1000+,45,53,94206,94796,0,0,0,0,6303,0,6303,0,6.6,7483,0,7483,0,7.9,-1180,-1.3,13.2,0,,,
1984,45,m. ALL,50241,58107,978827,939438,8628,15.6,3833,7,179374,68179,111195,7.3,19.1,100590,33215,67375,3.5,10.7,78784,8.4,21.4,0,128,130,1221
1984,46,a) 1 to 4,8576,9067,20337,20037,1858,20.8,1606,18,6785,4629,2156,23.1,33.9,6184,4162,2022,20.8,30.9,601,3,61.8,1,935,937,
1984,46,b) 5 to 9,3269,3656,24522,24212,183,5,187,5.1,5368,2271,3097,9.4,22.2,4748,2337,2411,9.7,19.6,620,2.6,39.2,0,101,101,1225
1984,46,c) 10 to 19,1770,1971,27221,26594,71,3.6,49,2.5,4892,1834,3058,6.9,18.4,3637,1264,2373,4.8,13.7,1255,4.7,27.4,0,21,21,513
1984,46,d) 20 to 49,908,1062,32902,31987,31,2.9,21,2,5223,1672,3551,5.2,16.3,3393,1267,2126,4,10.6,1830,5.7,21.2,0,9,9,500
1984,46,e) 50 to 99,274,334,23779,23196,9,2.7,5,1.5,3409,1228,2181,5.3,14.7,2243,648,1595,2.8,9.7,1166,5,19.4,1,1,1,
1984,46,f) 100 to 249,110,128,19929,19016,0,0,0,0,3012,0,3012,0,15.8,1185,0,1185,0,6.2,1827,9.6,12.4,0,,,
1984,46,g) 250 to 499,20,20,6993,6817,0,0,0,0,1049,0,1049,0,15.4,696,0,696,0,10.2,353,5.2,20.4,0,,,
1984,46,h) 500 to 999,9,9,5973,5967,0,0,0,0,252,0,252,0,4.2,240,0,240,0,4,12,0.2,8,0,,,
1984,46,i) 1000+,8,8,13417,12549,0,0,0,0,1912,0,1912,0,15.2,175,0,175,0,1.4,1737,13.8,2.8,0,,,
1984,46,m. ALL,14944,16255,175073,170375,2152,13.4,1868,11.6,31902,11634,20268,6.8,18.7,22501,9678,12823,5.7,13.2,9401,5.5,26.4,0,1067,1069,4851
1984,47,a) 1 to 4,40957,44240,105591,100732,10884,25.4,8186,19.1,40580,29498,11082,29.3,40.3,30862,21535,9327,21.4,30.6,9718,9.7,61.2,0,5614,5631,14525
1984,47,b) 5 to 9,16043,19157,130722,126206,1270,6.7,876,4.6,33071,15287,17784,12.1,26.2,24039,10795,13244,8.6,19,9032,7.2,38,0,516,523,6399
1984,47,c) 10 to 19,9081,11130,158309,152612,535,4.8,403,3.6,35811,14111,21700,9.2,23.5,24417,10521,13896,6.9,16,11394,7.5,32,0,211,211,5444
1984,47,d) 20 to 49,5556,7151,230810,220122,282,4,196,2.8,49238,16865,32373,7.7,22.4,27861,11590,16271,5.3,12.7,21377,9.7,25.4,0,81,83,4734
1984,47,e) 50 to 99,1810,2428,176365,171682,62,2.6,64,2.6,30966,8411,22555,4.9,18,21600,,12370,,12.6,9366,5.4,25.2,1,17,17,2389
1984,47,f) 100 to 249,1048,1444,229247,221666,35,2.4,18,1.3,40299,10788,29511,4.9,18.2,25136,5012,20124,2.3,11.3,15163,6.9,22.6,0,5,5,1640
1984,47,g) 250 to 499,339,453,162251,155876,5,1.1,4,0.9,24481,3528,20953,2.3,15.7,11731,2115,9616,1.4,7.5,12750,8.2,15,0,,,
1984,47,h) 500 to 999,151,173,120099,118314,1,0.6,0,0,11120,,,,9.4,7550,0,7550,0,6.4,3570,3,12.8,1,,,
1984,47,i) 1000+,80,92,176829,180883,1,1.1,1,1.1,15884,,,,8.8,23992,,21987,,13.3,-8108,-4.5,17.6,1,,,
1984,47,m. ALL,75065,86268,1490223,1448093,13075,15.5,9748,11.5,281450,102898,178552,7.1,19.4,197188,72803,124385,5,13.6,84262,5.8,27.2,0,6444,6470,35131
1984,48,a) 1 to 4,149977,164986,402049,387356,41575,25.7,34960,21.6,162510,120010,42500,31,42,133124,94400,38724,24.4,34.4,29386,7.6,68.8,1,23654,23712,
1984,48,b) 5 to 9,61069,76073,523191,506677,6099,8.1,4410,5.9,147080,74431,72649,14.7,29,114051,54237,59814,10.7,22.5,33029,6.5,45,0,2687,2702,33076
1984,48,c) 10 to 19,35048,45269,640268,621406,2577,5.7,1919,4.3,156863,66820,90043,10.8,25.2,119139,49903,69236,8,19.2,37724,6,38.4,0,1043,1058,27239
1984,48,d) 20 to 49,20881,28535,914882,887782,1398,4.9,1016,3.6,209733,80973,128760,9.1,23.6,155533,58949,96584,6.6,17.5,54200,6.1,35,0,451,454,26154
1984,48,e) 50 to 99,6697,9881,704098,686475,325,3.3,240,2.4,138914,43283,95631,6.3,20.2,103668,32631,71037,4.8,15.1,35246,5.1,30.2,0,71,73,9994
1984,48,f) 100 to 249,3176,4941,768989,745094,182,3.7,95,1.9,155695,53047,102648,7.1,20.9,107905,27720,80185,3.7,14.5,47790,6.4,29,0,21,21,6645
1984,48,g) 250 to 499,876,1336,470694,464871,20,1.5,24,1.8,78813,13769,65044,3,17,67167,15129,52038,3.3,14.4,11646,2.6,28.8,0,5,5,3291
1984,48,h) 500 to 999,375,533,364047,365446,9,1.7,5,0.9,47378,12232,35146,3.3,13,50175,6804,43371,1.9,13.7,-2797,-0.7,26,1,2,2,
1984,48,i) 1000+,201,282,599884,601823,8,2.9,0,0,71103,36343,34760,6,11.8,74982,0,74982,0,12.5,-3879,-0.7,23.6,0,,,
1984,48,m. ALL,278300,331836,5388102,5266930,52193,16,42669,13,1168089,500908,667181,9.5,22.2,925744,339773,585971,6.5,17.6,242345,4.6,35.2,0,27934,28027,172173
1984,49,a) 1 to 4,13517,14404,34842,33233,3569,25.5,2766,19.8,13970,10020,3950,30.2,42,10752,7359,3393,22.1,32.4,3218,9.6,64.8,0,1805,1806,4754
1984,49,b) 5 to 9,6032,7150,49114,47568,524,7.4,370,5.2,13274,6362,6912,13.4,27.9,10181,4544,5637,9.6,21.4,3093,6.5,42.8,0,223,223,2736
1984,49,c) 10 to 19,3298,3891,55214,53191,183,4.7,153,3.9,13432,4836,8596,9.1,25.3,9385,4038,5347,7.6,17.6,4047,7.7,35.2,0,82,82,2184
1984,49,d) 20 to 49,1971,2457,79571,75816,120,4.9,66,2.7,18840,7377,11463,9.7,24.8,11330,3912,7418,5.2,14.9,7510,9.9,29.8,0,29,29,1685
1984,49,e) 50 to 99,572,721,51203,50203,13,1.8,14,1.9,9264,1746,7518,3.5,18.5,7263,1950,5313,3.9,14.5,2001,4,29,0,6,6,836
1984,49,f) 100 to 249,298,379,60447,56669,13,3.5,2,0.5,11852,3548,8304,6.3,20.9,4296,,3718,,7.6,7556,13.3,15.2,1,,,
1984,49,g) 250 to 499,71,87,28326,29571,0,0,2,2.3,2059,0,2059,0,7,4548,,3261,,15.4,-2489,-8.4,14,1,,,
1984,49,h) 500 to 999,30,31,23444,21608,0,0,0,0,4254,0,4254,0,19.7,582,0,582,0,2.7,3672,17,5.4,0,,,
1984,49,i) 1000+,17,25,67093,65897,0,0,0,0,5033,0,5033,0,7.6,2640,0,2640,0,4,2393,3.6,8,0,,,
1984,49,m. ALL,25806,29145,449254,433756,4422,15.5,3373,11.8,91978,33889,58089,7.8,21.2,60977,23668,37309,5.5,14.1,31001,7.1,28.2,0,2145,2146,12195
1984,50,a) 1 to 4,7324,7649,17858,16715,1743,23.7,1135,15.4,6590,4378,2212,26.2,39.4,4304,2788,1516,16.7,25.7,2286,13.7,51.4,1,793,794,
1984,50,b) 5 to 9,2841,3100,21026,20237,165,5.4,115,3.7,5043,1945,3098,9.6,24.9,3464,1476,1988,7.3,17.1,1579,7.8,34.2,0,69,69,865
1984,50,c) 10 to 19,1406,1547,21661,21037,53,3.4,52,3.4,4341,1291,3050,6.1,20.6,3092,1281,1811,6.1,14.7,1249,5.9,29.4,0,30,30,726
1984,50,d) 20 to 49,816,936,30603,28978,38,4.1,20,2.2,6222,2098,4124,7.2,21.5,2972,1323,1649,4.6,10.3,3250,11.2,20.6,0,6,6,401
1984,50,e) 50 to 99,220,256,18372,17556,7,2.8,4,1.6,3099,1026,2073,5.8,17.7,1467,525,942,3,8.4,1632,9.3,16.8,1,2,2,
1984,50,f) 100 to 249,132,141,22201,21126,3,2.2,0,0,3142,909,2233,4.3,14.9,992,0,992,0,4.7,2150,10.2,9.4,0,,,
1984,50,g) 250 to 499,42,43,14767,14834,0,0,0,0,1140,0,1140,0,7.7,1273,0,1273,0,8.6,-133,-0.9,15.4,0,,,
1984,50,h) 500 to 999,14,14,9997,9774,0,0,0,0,592,0,592,0,6.1,146,0,146,0,1.5,446,4.6,3,0,,,
1984,50,i) 1000+,5,6,16946,16989,0,0,0,0,544,0,544,0,3.2,630,0,630,0,3.7,-86,-0.5,6.4,0,,,
1984,50,m. ALL,12800,13692,173431,167246,2009,15,1326,9.9,30713,11647,19066,7,18.4,18340,7393,10947,4.4,11,12373,7.4,22,0,900,901,4290
1984,51,a) 1 to 4,43298,47097,115558,113395,10952,23,11216,23.6,43822,31064,12758,27.4,38.6,39495,30578,8917,27,34.8,4327,3.8,69.6,0,6032,6033,15784
1984,51,b) 5 to 9,18974,23809,163737,159227,1509,6.3,1431,6,40772,18092,22680,11.4,25.6,31752,17336,14416,10.9,19.9,9020,5.7,39.8,0,665,680,8212
1984,51,c) 10 to 19,11046,13772,195143,189649,610,4.4,608,4.4,42267,15954,26313,8.4,22.3,31279,15911,15368,8.4,16.5,10988,5.8,33,0,238,238,6147
1984,51,d) 20 to 49,6438,8660,278319,267005,360,4.2,273,3.2,59377,20560,38817,7.7,22.2,36749,15554,21195,5.8,13.8,22628,8.4,27.6,0,95,97,5401
1984,51,e) 50 to 99,1999,2721,197768,188478,86,3.2,49,1.8,38537,11560,26977,6.1,20.4,19956,6329,13627,3.4,10.6,18581,9.8,21.2,1,17,17,
1984,51,f) 100 to 249,1122,1605,253599,245795,29,1.8,29,1.8,42662,,,,17.4,27053,8805,18248,3.6,11,15609,6.4,22,1,10,10,3279
1984,51,g) 250 to 499,346,457,157758,156700,3,0.7,5,1.1,16733,1706,15027,1.1,10.7,14617,3451,11166,2.2,9.3,2116,1.4,18.6,1,1,1,
1984,51,h) 500 to 999,154,188,131674,128131,1,0.5,0,0,16228,,,,12.7,9141,0,9141,0,7.1,7087,5.6,14.2,1,,,
1984,51,i) 1000+,80,95,207859,204731,0,0,0,0,12984,0,12984,0,6.3,6727,0,6727,0,3.3,6257,3,6.6,0,,,
1984,51,m. ALL,83457,98404,1701415,1653111,13550,13.7,13611,13.8,313382,109223,204159,6.6,19,216769,97964,118805,5.9,13.1,96613,5.9,26.2,0,7058,7076,41783
1984,53,a) 1 to 4,47426,50502,119257,112167,12930,26.7,8995,18.5,48649,33881,14768,30.2,43.4,34469,23042,11427,20.5,30.7,14180,12.7,61.4,0,6041,6047,15408
1984,53,b) 5 to 9,18922,21927,149939,144042,1310,6,889,4.1,38907,15958,22949,11.1,27,27112,10823,16289,7.5,18.8,11795,8.2,37.6,0,571,571,6951
1984,53,c) 10 to 19,10077,12142,170097,163887,546,4.5,372,3.1,39138,14252,24886,8.7,23.9,26718,9661,17057,5.9,16.3,12420,7.6,32.6,0,212,212,5466
1984,53,d) 20 to 49,5580,7226,228977,221055,279,3.9,185,2.6,47750,15566,32184,7,21.6,31905,11438,20467,5.2,14.4,15845,7.2,28.8,0,67,67,3932
1984,53,e) 50 to 99,1761,2305,162419,158244,61,2.7,46,2,28307,8080,20227,5.1,17.9,19957,5721,14236,3.6,12.6,8350,5.3,25.2,0,15,15,2005
1984,53,f) 100 to 249,763,1005,151683,149033,24,2.4,18,1.8,26548,7332,19216,4.9,17.8,21247,5256,15991,3.5,14.3,5301,3.5,28.6,0,7,7,2030
1984,53,g) 250 to 499,174,216,75403,74856,3,1.4,1,0.5,12344,1777,10567,2.4,16.5,11249,,10691,,15,1095,1.5,30,1,,,
1984,53,h) 500 to 999,90,113,78203,76366,1,0.9,1,0.9,10711,,,,14,7036,,5678,,9.2,3675,4.8,18.4,1,,,
1984,53,i) 1000+,53,60,151355,152535,1,1.7,0,0,11277,,,,7.4,13637,0,13637,0,8.9,-2360,-1.5,14.8,1,,,
1984,53,m. ALL,84846,95496,1287333,1252185,15155,16.3,10507,11.3,263631,100133,163498,8,21.1,193330,67857,125473,5.4,15.4,70301,5.7,30.8,0,6913,6919,35792
1984,54,a) 1 to 4,14259,15382,35779,36434,3115,19.7,3807,24,11944,8373,3571,23,32.8,13253,9963,3290,27.3,36.4,-1309,-3.6,65.6,0,1981,1986,4948
1984,54,b) 5 to 9,5847,6963,46506,46457,352,5,417,6,9927,4319,5608,9.3,21.4,9829,5095,4734,11,21.2,98,0.2,42.4,0,194,194,2328
1984,54,c) 10 to 19,3191,3803,53052,52842,149,3.9,183,4.8,10299,3940,6359,7.5,19.5,9879,4812,5067,9.1,18.7,420,0.8,37.4,0,60,60,1595
1984,54,d) 20 to 49,1803,2292,72141,70776,60,2.6,65,2.8,12207,3442,8765,4.9,17.2,9476,3551,5925,5,13.4,2731,3.8,26.8,0,19,19,1035
1984,54,e) 50 to 99,557,739,53277,51525,19,2.6,16,2.2,9995,2528,7467,4.9,19.4,6491,,4275,,12.6,3504,6.8,25.2,1,7,7,953
1984,54,f) 100 to 249,251,346,53190,54408,6,1.7,12,3.4,5752,1532,4220,2.8,10.6,8187,3478,4709,6.4,15,-2435,-4.4,21.2,0,3,3,700
1984,54,g) 250 to 499,89,114,39821,39240,1,0.9,1,0.9,4708,,,,12,3545,,2871,,9,1163,3,18,1,,,
1984,54,h) 500 to 999,45,55,38299,37990,1,1.8,0,0,3429,,,,9,2811,0,2811,0,7.4,618,1.6,14.8,1,,,
1984,54,i) 1000+,13,17,32421,32185,0,0,0,0,1453,0,1453,0,4.5,980,0,980,0,3,473,1.5,6,0,,,
1984,54,m. ALL,26055,29711,424486,421857,3703,12.2,4501,14.9,69714,25796,43918,6.1,16.5,64451,29789,34662,7.1,15.3,5263,1.2,30.6,0,2264,2269,11559
1984,55,a) 1 to 4,45426,48299,,,9964,21.1,7730,16.4,,26849,,,,,,,,,,,,1,5059,5066,13176
1984,55,b) 5 to 9,19783,22692,153669,148898,1180,5.2,888,3.9,35151,14457,20694,9.7,23.6,25609,10805,14804,7.3,17.2,9542,6.4,34.4,0,513,519,6251
1984,55,c) 10 to 19,11379,12931,179999,175324,445,3.5,352,2.7,33348,11800,21548,6.7,19,23998,9134,14864,5.2,13.7,9350,5.3,27.4,0,176,177,4450
1984,55,d) 20 to 49,6957,8264,261387,252463,241,2.9,174,2.1,46044,13915,32129,5.5,18.2,28195,9784,18411,3.9,11.2,17849,7,22.4,0,54,54,2962
1984,55,e) 50 to 99,2067,2643,189207,182643,50,1.9,41,1.6,29635,6647,22988,3.6,16.2,16507,5522,10985,3,9,13128,7.2,18,1,6,6,
1984,55,f) 100 to 249,1064,1439,228049,222360,26,1.8,22,1.5,34425,8168,26257,3.7,15.5,23046,7198,15848,3.2,10.4,11379,5.1,20.8,1,2,2,
1984,55,g) 250 to 499,353,437,153290,150217,2,0.5,1,0.2,17904,,,,11.9,11757,,11227,,7.8,6147,4.1,15.6,1,,,
1984,55,h) 500 to 999,150,178,123025,122812,1,0.6,1,0.6,11757,,,,9.6,11331,,9981,,9.2,426,0.4,18.4,1,,,
1984,55,i) 1000+,85,93,,,1,1.1,0,0,,,,,,,,,,,,,,1,,,
1984,55,m. ALL,87264,96976,1585837,1538759,11910,12.5,9209,9.6,272147,89245,182902,5.8,17.7,177987,64394,113593,4.2,11.6,94160,6.1,23.2,0,5810,5824,28489
1984,56,a) 1 to 4,6672,7043,16419,16455,1632,23.3,1577,22.5,6058,4225,1833,25.7,36.8,6130,4152,1978,25.2,37.3,-72,-0.5,73.6,0,998,1000,2683
1984,56,b) 5 to 9,2842,3201,20999,21195,170,5.3,174,5.4,4781,2075,2706,9.8,22.6,5173,2104,3069,9.9,24.4,-392,-1.8,45.2,0,107,108,1332
1984,56,c) 10 to 19,1485,1644,22411,22157,69,4.2,54,3.3,4723,1757,2966,7.9,21.3,4215,1341,2874,6.1,19,508,2.3,38,0,32,32,810
1984,56,d) 20 to 49,789,897,26844,26866,33,3.7,23,2.6,4800,1965,2835,7.3,17.9,4843,1384,3459,5.2,18,-43,-0.1,35.8,0,6,6,326
